text,label,doc_type,source,verified,region
"Kubatana Housing Society Reg No ZHC/2024/6454. Stand 8290 Retreat, 300 sqm. USD 1800 via bank transfer to the registered account, receipt 5701. planning consent ref. CH/PLAN/2025/8869 attached. held under General Plan SG 2383/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Retreat
"City of Harare, Town House. Stand 3620 Seke, 250 sqm. council resolution CH/RES/2375/2025 refers. deposit USD 1200 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 9702/2024, Surveyor-General's office. the offer is valid for 60 days and is subject to the approved layout plan.",genuine,deed_of_transfer,synthetic,1,Seke
"Mabvuku-Tafara District Housing Office. Stand 7196 Epworth, 200 sqm. council resolution CH/RES/2598/2025 refers. USD 2400 via bank transfer to the registered account, receipt 3663. survey Diagram No. SG 2863/2020 applies.",genuine,deed_of_transfer,synthetic,1,Epworth
"Tashinga Home Seekers Trust. Stand 4601 Epworth, 350 sqm. ref PAR/2518 (unverified). keep this letter safe as your only proof of allocation. papers are in progress and will follow after regularisation. USD 2600 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Epworth
"Takaitora Nyika Co-operative. Stand 5658 Waterfalls, 200 sqm. the offer letter serves as proof of allocation while paperwork is finalised. pay USD 2400 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Chitungwiza Municipality Housing Office. Stand 9058 Domboshava, 250 sqm. cession approved by council per letter CH/COOP/2025/1441. Diagram/General Plan No. SG 8500/2024, Surveyor-General's office. your conveyancer should conduct a deeds search before transfer. USD 2400 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Domboshava
"Harare City Council Housing Department. Stand 7172 Budiriro, 200 sqm. issued under Deed of Grant No. 9780/2019. title deed processing will commence within 12 months of full payment. USD 2400 via bank transfer to the registered account, receipt 6129. Diagram/General Plan No. SG 9425/2024, Surveyor-General's office.",genuine,offer_letter,synthetic,1,Budiriro
"Batanai Cooperative Reg No GHH/2020/9797. Stand 8712 Melfort, 250 sqm. held under General Plan SG 9855/2018, Surveyor-General Harare. USD 2000 via bank transfer to the registered account, receipt 5074. council resolution CH/RES/4021/2025 refers.",genuine,cession,synthetic,1,Melfort
"Chitungwiza Municipality Housing Office. Stand 4292 Epworth, 200 sqm. USD 2600 payable to the council bank account, receipt no. HCC-8771. council file reference CH/HOU/2026/2679. held under General Plan SG 4986/2018, Surveyor-General Harare.",genuine,offer_letter,synthetic,1,Epworth
"Simukai Land Group. Stand 9481 Glen View, 300 sqm. ref TAK/9850 (unverified). pay USD 900 via EcoCash to the chairperson's personal number. title deeds will be processed once the area is regularised by council. trust the committee; the paperwork will sort itself out.",fraudulent,offer_letter,synthetic,1,Glen View
"Chitungwiza Municipality Housing Office. Stand 118 Whitecliff, 250 sqm. survey Diagram No. SG 4779/2020 applies. deposit USD 8500 into the conveyancer's trust account, balance on transfer. planning consent ref. CH/PLAN/2025/8359 attached.",genuine,offer_letter,synthetic,1,Whitecliff
"Takaitora Nyika Co-operative Reg No MTH/2022/5684. Stand 8096 Southlea Park, 250 sqm. USD 1500 to the municipal account, official numbered receipt issued. registration verifiable at Registrar of Cooperative Societies. Diagram/General Plan No. SG 8062/2024, Surveyor-General's office. cession approved by council per letter CH/COOP/2025/4038.",genuine,cession,synthetic,1,Southlea Park
"Bantu Housing Co-operative. Stand 9147 Hopley, 200 sqm. USD 1800 cash on the day, no receipt issued. the stand is pending council survey; you may occupy immediately. ref SIM/3351 (unverified).",fraudulent,offer_letter,synthetic,1,Hopley
"Excellence Stars Housing Co-op Reg No GHH/2022/2916. Stand 197 Caledonia, 250 sqm. USD 2000 via bank transfer to the registered account, receipt 3237. Diagram/General Plan No. SG 7908/2024, Surveyor-General's office. registration verifiable at Registrar of Cooperative Societies. planning consent ref. CH/PLAN/2025/9442 attached.",genuine,cession,synthetic,1,Caledonia
"Bantu Housing Co-operative. Stand 8447 Retreat, 300 sqm. allocation fee USD 3200, cash only, paid directly to the committee. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Retreat
"Ruvimbo Yetu Housing Co-operative. Stand 620 Epworth, 200 sqm. pay USD 12000 via EcoCash to the chairperson's personal number. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Epworth
"Zvikomborero Housing Co-operative. Stand 9992 Southlea Park, 300 sqm. no need to involve a lawyer, the cooperative handles everything. council has verbally approved the layout; written confirmation to follow. USD 1800 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Vimbai Housing Scheme. Stand 4202 Glen View, 200 sqm. ref VIM/1345 (unverified). allocation fee USD 900, cash only, paid directly to the committee. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Glen View
"Ruvimbo Yetu Housing Co-operative. Stand 8324 Budiriro, 250 sqm. USD 3200 cash, half now and half on occupation. papers are in progress and will follow after regularisation. trust the committee; the paperwork will sort itself out.",fraudulent,offer_letter,synthetic,1,Budiriro
"Chitungwiza Municipality Housing Office. Stand 2959 Domboshava, 250 sqm. held under General Plan SG 844/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/3498 attached. USD 3200 via bank transfer to the registered account, receipt 9457.",genuine,deed_of_transfer,synthetic,1,Domboshava
"Zvikomborero Housing Co-operative. Stand 5076 Budiriro, 200 sqm. council has verbally approved the layout; written confirmation to follow. USD 1800 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Budiriro
"Parkridge Housing Trust. Stand 752 Seke, 350 sqm. deeds will come once the area is proclaimed. USD 900 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Seke
"Harare City Council Housing Department. Stand 780 Southerton, 300 sqm. council resolution CH/RES/1889/2025 refers. USD 1800 payable to the council bank account, receipt no. HCC-9591. survey Diagram No. SG 3972/2020 applies.",genuine,offer_letter,synthetic,1,Southerton
"Ruvimbo Yetu Housing Co-operative. Stand 4408 Hopley, 200 sqm. the stand is pending council survey; you may occupy immediately. USD 1200 cash, half now and half on occupation. ref SIM/6358 (unverified). keep this letter safe as your only proof of allocation.",fraudulent,offer_letter,synthetic,1,Hopley
"United We Stand Housing Co-operative. Stand 5490 Southlea Park, 250 sqm. USD 1500 cash on the day, no receipt issued. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Garikai Land Trust. Stand 4926 Waterfalls, 200 sqm. allocation fee USD 8500, cash only, paid directly to the committee. council has verbally approved the layout; written confirmation to follow. ref TAS/1890 (unverified).",fraudulent,offer_letter,synthetic,1,Waterfalls
"Tashinga Home Seekers Trust. Stand 2036 Whitecliff, 350 sqm. deeds will come once the area is proclaimed. trust the committee; the paperwork will sort itself out. ref VIM/8861 (unverified). pay USD 1800 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Simukai Land Group Reg No MTH/2023/5624. Stand 3870 Hopley, 250 sqm. council file reference CH/HOU/2026/3037. deposit USD 1200 into the conveyancer's trust account, balance on transfer. survey Diagram No. SG 2405/2020 applies.",genuine,cession,synthetic,1,Hopley
"Tashinga Home Seekers Trust. Stand 4980 Budiriro, 350 sqm. regularisation is underway, occupation allowed in the meantime. no need to involve a lawyer, the cooperative handles everything. USD 2400 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Budiriro
"Takaitora Nyika Co-operative. Stand 9027 Retreat, 200 sqm. the offer letter serves as proof of allocation while paperwork is finalised. this cooperative allocates stands directly to members. USD 2600 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Retreat
"Takaitora Nyika Co-operative Reg No MTH/2024/827. Stand 5285 Southerton, 300 sqm. USD 2600 via bank transfer to the registered account, receipt 6749. Diagram/General Plan No. SG 1652/2024, Surveyor-General's office. council resolution CH/RES/4532/2025 refers.",genuine,cession,synthetic,1,Southerton
"Vimbai Housing Scheme Reg No ZHC/2019/8636. Stand 3476 Melfort, 300 sqm. cession approved by council per letter CH/COOP/2025/2815. Diagram/General Plan No. SG 4001/2024, Surveyor-General's office. registration verifiable at Registrar of Cooperative Societies. USD 1500 via bank transfer to the registered account, receipt 6441.",genuine,cession,synthetic,1,Melfort
"Kubatana Housing Society. Stand 2954 Waterfalls, 200 sqm. USD 2000 cash on the day, no receipt issued. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Simukai Land Group Reg No MTH/2021/341. Stand 9205 Southlea Park, 250 sqm. Diagram/General Plan No. SG 5803/2024, Surveyor-General's office. deposit USD 2400 into the conveyancer's trust account, balance on transfer. registration verifiable at Registrar of Cooperative Societies. issued under Deed of Grant No. 4648/2019.",genuine,cession,synthetic,1,Southlea Park
"Tariro Housing Consortium. Stand 7605 Whitecliff, 250 sqm. council has verbally approved the layout; written confirmation to follow. keep this letter safe as your only proof of allocation. USD 2400 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Zvikomborero Housing Co-operative Reg No MTH/2021/7168. Stand 7747 Southlea Park, 300 sqm. Diagram/General Plan No. SG 5749/2024, Surveyor-General's office. deposit USD 8500 into the conveyancer's trust account, balance on transfer. planning consent ref. CH/PLAN/2025/234 attached.",genuine,cession,synthetic,1,Southlea Park
"Batanai Cooperative. Stand 9190 Southlea Park, 300 sqm. deeds will come once the area is proclaimed. allocation fee USD 3200, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Southlea Park
"City of Harare, Town House. Stand 8262 Glen View, 200 sqm. deposit USD 2400 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 6742/2024, Surveyor-General's office. council resolution CH/RES/6155/2025 refers.",genuine,deed_of_transfer,synthetic,1,Glen View
"Excellence Stars Housing Co-op Reg No MTH/2020/389. Stand 8639 Seke, 250 sqm. council file reference CH/HOU/2026/6363. USD 3200 to the municipal account, official numbered receipt issued. survey Diagram No. SG 6430/2020 applies. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Seke
"Batanai Cooperative. Stand 3954 Whitecliff, 200 sqm. the stand is pending council survey; you may occupy immediately. USD 2400 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Mabvuku-Tafara District Housing Office. Stand 8446 Caledonia, 250 sqm. registration will be lodged at the Deeds Registry, Harare. cession approved by council per letter CH/COOP/2025/9842. USD 2000 to the municipal account, official numbered receipt issued. Diagram/General Plan No. SG 7154/2024, Surveyor-General's office.",genuine,offer_letter,synthetic,1,Caledonia
"Vimbai Housing Scheme. Stand 3051 Retreat, 350 sqm. regularisation is underway, occupation allowed in the meantime. USD 1200 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Retreat
"Vimbai Housing Scheme. Stand 6273 Waterfalls, 350 sqm. no need to involve a lawyer, the cooperative handles everything. allocation fee USD 2400, cash only, paid directly to the committee. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Waterfalls
"City of Harare, Town House. Stand 5448 Seke, 200 sqm. survey Diagram No. SG 4348/2020 applies. registration will be lodged at the Deeds Registry, Harare. issued under Deed of Grant No. 3291/2019. deposit USD 900 into the conveyancer's trust account, balance on transfer.",genuine,offer_letter,synthetic,1,Seke
"City of Harare Housing and Community Services Department. Stand 6131 Mabvuku, 250 sqm. cession approved by council per letter CH/COOP/2025/3472. Diagram/General Plan No. SG 6389/2024, Surveyor-General's office. deposit USD 2400 into the conveyancer's trust account, balance on transfer.",genuine,deed_of_transfer,synthetic,1,Mabvuku
"United We Stand Housing Co-operative. Stand 4002 Caledonia, 300 sqm. deeds will come once the area is proclaimed. deposit USD 1200 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Caledonia
"Takaitora Nyika Co-operative. Stand 946 Seke, 350 sqm. ref GAR/2928 (unverified). council has verbally approved the layout; written confirmation to follow. USD 1200 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Seke
"City of Harare, Town House. Stand 7466 Glen View, 300 sqm. issued under Deed of Grant No. 2238/2019. held under General Plan SG 6474/2018, Surveyor-General Harare. USD 1800 payable to the council bank account, receipt no. HCC-5015.",genuine,offer_letter,synthetic,1,Glen View
"Excellence Stars Housing Co-op. Stand 1479 Seke, 300 sqm. regularisation is underway, occupation allowed in the meantime. deposit USD 12000 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Seke
"Bulawayo City Council Housing Office. Stand 1956 Melfort, 200 sqm. USD 1500 payable to the council bank account, receipt no. HCC-733. held under General Plan SG 3660/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/1546 attached.",genuine,deed_of_transfer,synthetic,1,Melfort
"Garikai Land Trust. Stand 6000 Budiriro, 250 sqm. papers are in progress and will follow after regularisation. deposit USD 2600 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Budiriro
"Bantu Housing Co-operative Reg No MTH/2023/1500. Stand 8968 Budiriro, 250 sqm. survey Diagram No. SG 7633/2020 applies. registration verifiable at Registrar of Cooperative Societies. council file reference CH/HOU/2026/1474. USD 2400 to the municipal account, official numbered receipt issued.",genuine,cession,synthetic,1,Budiriro
"Excellence Stars Housing Co-op. Stand 3951 Hopley, 200 sqm. USD 900 cash on the day, no receipt issued. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Hopley
"Takaitora Nyika Co-operative. Stand 9014 Caledonia, 200 sqm. USD 900 cash, half now and half on occupation. ref VIM/8751 (unverified). deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Caledonia
"Kubatana Housing Society. Stand 2927 Southlea Park, 200 sqm. council has verbally approved the layout; written confirmation to follow. deposit USD 2600 to the cooperative holding account, balance negotiable. ref TAR/195 (unverified).",fraudulent,offer_letter,synthetic,1,Southlea Park
"Bantu Housing Co-operative. Stand 7950 Southerton, 200 sqm. the offer letter serves as proof of allocation while paperwork is finalised. USD 2600 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Southerton
"Garikai Land Trust. Stand 2487 Glen View, 300 sqm. ref UNI/9395 (unverified). deposit USD 2600 to the cooperative holding account, balance negotiable. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Glen View
"Mabvuku-Tafara District Housing Office. Stand 8393 Waterfalls, 250 sqm. the offer is valid for 60 days and is subject to the approved layout plan. cession approved by council per letter CH/COOP/2025/7981. USD 1800 to the municipal account, official numbered receipt issued. Diagram/General Plan No. SG 5888/2024, Surveyor-General's office.",genuine,deed_of_transfer,synthetic,1,Waterfalls
"Mabvuku-Tafara District Housing Office. Stand 6934 Budiriro, 300 sqm. the offer is valid for 60 days and is subject to the approved layout plan. held under General Plan SG 7480/2018, Surveyor-General Harare. council resolution CH/RES/7733/2025 refers. deposit USD 12000 into the conveyancer's trust account, balance on transfer.",genuine,offer_letter,synthetic,1,Budiriro
"Simukai Land Group. Stand 6216 Southerton, 250 sqm. title deeds will be processed once the area is regularised by council. pay USD 1200 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Southerton
"Zvikomborero Housing Co-operative. Stand 8014 Retreat, 350 sqm. deeds will come once the area is proclaimed. deposit USD 12000 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Retreat
"Kubatana Housing Society Reg No GHH/2019/8017. Stand 9012 Retreat, 250 sqm. deposit USD 1200 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 6828/2024, Surveyor-General's office. council file reference CH/HOU/2026/7726.",genuine,cession,synthetic,1,Retreat
"Vimbai Housing Scheme. Stand 2033 Budiriro, 200 sqm. no need to involve a lawyer, the cooperative handles everything. papers are in progress and will follow after regularisation. pay USD 1200 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Budiriro
"Excellence Stars Housing Co-op. Stand 6457 Mabvuku, 250 sqm. pay USD 2600 via EcoCash to the chairperson's personal number. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Simukai Land Group Reg No ZHC/2018/3775. Stand 2623 Domboshava, 250 sqm. Diagram/General Plan No. SG 683/2024, Surveyor-General's office. USD 1800 payable to the council bank account, receipt no. HCC-3125. council file reference CH/HOU/2026/3992.",genuine,cession,synthetic,1,Domboshava
"Ruvimbo Yetu Housing Co-operative. Stand 8976 Southerton, 300 sqm. regularisation is underway, occupation allowed in the meantime. ref BAT/3456 (unverified). deposit USD 2600 to the cooperative holding account, balance negotiable. no need to involve a lawyer, the cooperative handles everything.",fraudulent,offer_letter,synthetic,1,Southerton
"Zvikomborero Housing Co-operative. Stand 9568 Domboshava, 250 sqm. the stand is pending council survey; you may occupy immediately. USD 2400 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Domboshava
"Mabvuku-Tafara District Housing Office. Stand 7510 Southerton, 200 sqm. USD 1500 via bank transfer to the registered account, receipt 5047. survey Diagram No. SG 8403/2020 applies. a Rates Clearance Certificate is annexed. council file reference CH/HOU/2026/4646.",genuine,deed_of_transfer,synthetic,1,Southerton
"Garikai Land Trust. Stand 3871 Budiriro, 200 sqm. trust the committee; the paperwork will sort itself out. deposit USD 3200 to the cooperative holding account, balance negotiable. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Budiriro
"Excellence Stars Housing Co-op Reg No ZHC/2020/5419. Stand 4618 Glen View, 300 sqm. planning consent ref. CH/PLAN/2025/3336 attached. held under General Plan SG 7580/2018, Surveyor-General Harare. USD 1200 to the municipal account, official numbered receipt issued.",genuine,cession,synthetic,1,Glen View
"Chitungwiza Municipality Housing Office. Stand 2318 Caledonia, 300 sqm. deposit USD 3200 into the conveyancer's trust account, balance on transfer. held under General Plan SG 7506/2018, Surveyor-General Harare. cession approved by council per letter CH/COOP/2025/826.",genuine,offer_letter,synthetic,1,Caledonia
"Bantu Housing Co-operative. Stand 931 Southlea Park, 250 sqm. regularisation is underway, occupation allowed in the meantime. keep this letter safe as your only proof of allocation. USD 1200 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Tariro Housing Consortium. Stand 1025 Domboshava, 350 sqm. regularisation is underway, occupation allowed in the meantime. USD 1500 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Domboshava
"Harare City Council Housing Department. Stand 7174 Epworth, 200 sqm. council resolution CH/RES/3197/2025 refers. held under General Plan SG 3575/2018, Surveyor-General Harare. USD 3200 payable to the council bank account, receipt no. HCC-3987.",genuine,deed_of_transfer,synthetic,1,Epworth
"Bulawayo City Council Housing Office. Stand 6320 Glen View, 200 sqm. USD 2400 payable to the council bank account, receipt no. HCC-6824. held under General Plan SG 8475/2018, Surveyor-General Harare. council resolution CH/RES/8237/2025 refers.",genuine,offer_letter,synthetic,1,Glen View
"Garikai Land Trust. Stand 5741 Domboshava, 350 sqm. deeds will come once the area is proclaimed. allocation fee USD 900, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Domboshava
"Mabvuku-Tafara District Housing Office. Stand 5117 Seke, 300 sqm. survey Diagram No. SG 5691/2020 applies. cession approved by council per letter CH/COOP/2025/7748. deposit USD 2400 into the conveyancer's trust account, balance on transfer.",genuine,deed_of_transfer,synthetic,1,Seke
"City of Harare Housing and Community Services Department. Stand 1784 Glen View, 200 sqm. held under General Plan SG 8431/2018, Surveyor-General Harare. USD 2000 via bank transfer to the registered account, receipt 1190. registration will be lodged at the Deeds Registry, Harare. cession approved by council per letter CH/COOP/2025/583.",genuine,offer_letter,synthetic,1,Glen View
"Zvikomborero Housing Co-operative. Stand 2473 Domboshava, 300 sqm. USD 12000 cash on the day, no receipt issued. trust the committee; the paperwork will sort itself out. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Domboshava
"City of Harare Housing and Community Services Department. Stand 3959 Seke, 200 sqm. title deed processing will commence within 12 months of full payment. held under General Plan SG 1644/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/6002 attached. USD 8500 via bank transfer to the registered account, receipt 3565.",genuine,deed_of_transfer,synthetic,1,Seke
"Tariro Housing Consortium. Stand 2899 Southerton, 250 sqm. USD 1500 cash only, non-refundable, balance to the treasurer. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Southerton
"City of Harare, Town House. Stand 5066 Southerton, 250 sqm. deposit USD 1500 into the conveyancer's trust account, balance on transfer. cession approved by council per letter CH/COOP/2025/5379. survey Diagram No. SG 7199/2020 applies.",genuine,offer_letter,synthetic,1,Southerton
"Bantu Housing Co-operative Reg No ZHC/2024/2358. Stand 8749 Waterfalls, 300 sqm. registration verifiable at Registrar of Cooperative Societies. deposit USD 2400 into the conveyancer's trust account, balance on transfer. survey Diagram No. SG 8672/2020 applies. council file reference CH/HOU/2026/154.",genuine,cession,synthetic,1,Waterfalls
"Parkridge Housing Trust. Stand 1037 Epworth, 300 sqm. the offer letter serves as proof of allocation while paperwork is finalised. deposit USD 12000 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Epworth
"Takaitora Nyika Co-operative. Stand 2696 Southlea Park, 350 sqm. pay USD 3200 via EcoCash to the chairperson's personal number. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Southlea Park
"City of Harare Housing and Community Services Department. Stand 1969 Melfort, 300 sqm. USD 1200 to the municipal account, official numbered receipt issued. planning consent ref. CH/PLAN/2025/4956 attached. survey Diagram No. SG 7313/2020 applies.",genuine,deed_of_transfer,synthetic,1,Melfort
"Kubatana Housing Society Reg No ZHC/2019/2946. Stand 3944 Southlea Park, 250 sqm. held under General Plan SG 5393/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/9827 attached. deposit USD 12000 into the conveyancer's trust account, balance on transfer. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Southlea Park
"Excellence Stars Housing Co-op. Stand 8612 Mabvuku, 300 sqm. USD 1800 cash, half now and half on occupation. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Chitungwiza Municipality Housing Office. Stand 7601 Seke, 200 sqm. issued under Deed of Grant No. 4015/2019. held under General Plan SG 6815/2018, Surveyor-General Harare. USD 1800 payable to the council bank account, receipt no. HCC-175. title deed processing will commence within 12 months of full payment.",genuine,offer_letter,synthetic,1,Seke
"Mabvuku-Tafara District Housing Office. Stand 1748 Caledonia, 300 sqm. USD 3200 to the municipal account, official numbered receipt issued. council resolution CH/RES/4907/2025 refers. held under General Plan SG 6338/2018, Surveyor-General Harare.",genuine,offer_letter,synthetic,1,Caledonia
"Batanai Cooperative. Stand 6360 Seke, 300 sqm. this cooperative allocates stands directly to members. USD 3200 cash only, non-refundable, balance to the treasurer. ref TAK/8128 (unverified). the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Seke
"Parkridge Housing Trust. Stand 8898 Southlea Park, 200 sqm. deeds will come once the area is proclaimed. USD 2000 cash, half now and half on occupation. no need to involve a lawyer, the cooperative handles everything.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Bulawayo City Council Housing Office. Stand 4730 Waterfalls, 200 sqm. USD 12000 to the municipal account, official numbered receipt issued. held under General Plan SG 9086/2018, Surveyor-General Harare. issued under Deed of Grant No. 1538/2019.",genuine,offer_letter,synthetic,1,Waterfalls
"Bantu Housing Co-operative. Stand 6493 Whitecliff, 350 sqm. the stand is pending council survey; you may occupy immediately. USD 900 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Garikai Land Trust. Stand 3948 Hopley, 300 sqm. no council stamp is required for this allocation. USD 2400 cash, half now and half on occupation. ref EXC/4881 (unverified). council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Hopley
"Tashinga Home Seekers Trust. Stand 824 Retreat, 350 sqm. USD 2400 cash, half now and half on occupation. the stand is pending council survey; you may occupy immediately. ref BAT/718 (unverified).",fraudulent,offer_letter,synthetic,1,Retreat
"Tariro Housing Consortium. Stand 5258 Caledonia, 350 sqm. deeds will come once the area is proclaimed. pay USD 1200 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Caledonia
"City of Harare Housing and Community Services Department. Stand 3782 Waterfalls, 250 sqm. Diagram/General Plan No. SG 9764/2024, Surveyor-General's office. issued under Deed of Grant No. 3980/2019. USD 3200 payable to the council bank account, receipt no. HCC-6913.",genuine,offer_letter,synthetic,1,Waterfalls
"Kubatana Housing Society. Stand 1829 Seke, 300 sqm. title deeds will be processed once the area is regularised by council. deposit USD 3200 to the cooperative holding account, balance negotiable. ref TAS/971 (unverified).",fraudulent,offer_letter,synthetic,1,Seke
"Garikai Land Trust Reg No ZHC/2024/7661. Stand 8108 Domboshava, 250 sqm. registration verifiable at Registrar of Cooperative Societies. held under General Plan SG 405/2018, Surveyor-General Harare. deposit USD 2600 into the conveyancer's trust account, balance on transfer. planning consent ref. CH/PLAN/2025/9087 attached.",genuine,cession,synthetic,1,Domboshava
"Garikai Land Trust. Stand 4194 Epworth, 250 sqm. USD 900 cash only, non-refundable, balance to the treasurer. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Epworth
"Tashinga Home Seekers Trust. Stand 2603 Southlea Park, 350 sqm. no need to involve a lawyer, the cooperative handles everything. papers are in progress and will follow after regularisation. ref BAT/3195 (unverified). USD 1200 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Garikai Land Trust. Stand 660 Seke, 300 sqm. pay USD 1500 via EcoCash to the chairperson's personal number. council has verbally approved the layout; written confirmation to follow. ref RUV/610 (unverified).",fraudulent,offer_letter,synthetic,1,Seke
"United We Stand Housing Co-operative. Stand 4111 Seke, 350 sqm. deposit USD 8500 to the cooperative holding account, balance negotiable. the stand is pending council survey; you may occupy immediately. keep this letter safe as your only proof of allocation.",fraudulent,offer_letter,synthetic,1,Seke
"Tashinga Home Seekers Trust. Stand 6230 Waterfalls, 250 sqm. deeds will come once the area is proclaimed. USD 1200 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Ruvimbo Yetu Housing Co-operative Reg No ZHC/2023/5606. Stand 4571 Caledonia, 250 sqm. USD 8500 payable to the council bank account, receipt no. HCC-8258. survey Diagram No. SG 4801/2020 applies. council resolution CH/RES/1659/2025 refers. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Caledonia
"Zvikomborero Housing Co-operative. Stand 4518 Seke, 200 sqm. the stand is pending council survey; you may occupy immediately. USD 2000 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Seke
"Kubatana Housing Society. Stand 262 Seke, 200 sqm. USD 12000 cash on the day, no receipt issued. regularisation is underway, occupation allowed in the meantime. no need to involve a lawyer, the cooperative handles everything.",fraudulent,offer_letter,synthetic,1,Seke
"Batanai Cooperative Reg No ZHC/2018/8056. Stand 7034 Retreat, 300 sqm. registration verifiable at Registrar of Cooperative Societies. survey Diagram No. SG 4363/2020 applies. USD 900 to the municipal account, official numbered receipt issued. issued under Deed of Grant No. 4981/2019.",genuine,cession,synthetic,1,Retreat
"Bantu Housing Co-operative Reg No MTH/2018/962. Stand 3326 Hopley, 300 sqm. held under General Plan SG 7841/2018, Surveyor-General Harare. issued under Deed of Grant No. 2944/2019. registration verifiable at Registrar of Cooperative Societies. USD 1500 to the municipal account, official numbered receipt issued.",genuine,cession,synthetic,1,Hopley
